Title_Mr,Sex,Age,Title_Mrs,Fare,Pclass_3,Cabin_T,SmallFamily,Title_Miss,Pclass_1,FamilySize,LargeFamily,Ticket_1,SibSp,Singleton,Ticket_3,Pclass_2,Title_Master,Title_Officer,Parch,Embarked_C,Ticket_2,Cabin_E,Embarked_S,Cabin_D,Embarked_Q,Cabin_C,Ticket_S,Cabin_B,Ticket_P,Ticket_A,Ticket_C,Cabin_A,Cabin_F,Title_Royalty,Ticket_7,Ticket_F,Ticket_6,Ticket_4,PassengerId,Survived
1,1,0.4125,0,0.015411575213749284,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0
1,1,0.25,0,0.013760683560491965,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132,0
0,0,0.5875,1,0.028302115124416098,1,1,1,0,0,0.18181818181818182,0,0,0.125,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,133,0
0,0,0.3625,1,0.050748620223090936,0,1,1,0,0,0.18181818181818182,0,0,0.125,0,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1
1,1,0.3125,0,0.025374310111545468,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,135,0
1,1,0.2875,0,0.02936744577509929,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,136,0
0,0,0.2375,0,0.051301584996521765,0,0,1,1,1,0.2727272727272727,0,1,0.0,0,0,0,0,0,0.2222222222222222,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,1
1,1,0.4625,0,0.10364429745562033,0,0,1,0,1,0.18181818181818182,0,1,0.125,0,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138,0
1,1,0.2,0,0.01798980030808316,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,139,0
1,1,0.3,0,0.15458810467956932,0,0,0,0,1,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,140,0
0,0,0.3875,1,0.029757819776815374,1,1,1,0,0,0.2727272727272727,0,0,0.0,0,0,0,0,0,0.2222222222222222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0
0,0,0.275,0,0.015126992566498259,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1
0,0,0.3,1,0.030937139635999665,1,1,1,0,0,0.18181818181818182,0,0,0.125,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143,1
1,1,0.2375,0,0.013175122557917838,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0
1,1,0.225,0,0.022446505098674834,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0
1,1,0.2375,0,0.07173122281533045,0,1,1,0,0,0.2727272727272727,0,0,0.125,0,0,1,0,0,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,146,0
1,1,0.3375,0,0.015216388212891242,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1
0,0,0.1125,0,0.06709553154495196,1,1,0,1,0,0.45454545454545453,1,0,0.25,0,0,0,0,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0
1,1,0.45625,0,0.050748620223090936,0,0,1,0,0,0.2727272727272727,0,0,0.0,0,0,1,0,0,0.2222222222222222,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,149,0
0,1,0.525,0,0.025374310111545468,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0
0,1,0.6375,0,0.02444717185746977,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151,0
0,0,0.275,1,0.12999454257145598,0,0,1,0,1,0.18181818181818182,0,1,0.125,0,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,152,1
1,1,0.69375,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,153,0
1,1,0.50625,0,0.028302115124416098,1,1,1,0,0,0.2727272727272727,0,0,0.0,0,0,0,0,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,154,0
1,1,0.325,0,0.014273049437744325,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,155,0
1,1,0.6375,0,0.11980421963065935,0,1,1,0,1,0.18181818181818182,0,0,0.0,0,0,0,0,0,0.1111111111111111,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,156,0
0,0,0.2,0,0.015094396337354966,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1
1,1,0.375,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,158,0
1,1,0.325,0,0.016908073949327893,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0
0,1,0.075,0,0.13575255909676823,1,1,0,0,0,1.0,1,0,1.0,0,0,0,1,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160,0
1,1,0.55,0,0.031425107138144774,1,1,1,0,0,0.18181818181818182,0,0,0.0,0,1,0,0,0,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0
0,0,0.5,1,0.030741952635141623,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,162,1
1,1,0.325,0,0.015175789316712771,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0
1,1,0.2125,0,0.016908073949327893,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0
0,1,0.0125,0,0.07746484096553544,1,1,0,0,0,0.5454545454545454,1,0,0.5,0,1,0,1,0,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0
0,1,0.1125,0,0.04006213192611313,1,1,1,0,0,0.2727272727272727,0,0,0.0,0,1,0,1,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1
0,0,0.5625,1,0.10735285047192313,0,0,1,0,1,0.18181818181818182,0,1,0.0,0,0,0,0,0,0.1111111111111111,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,1
0,0,0.5625,1,0.05445717323939373,1,1,0,0,0,0.5454545454545454,1,0,0.125,0,1,0,0,0,0.4444444444444444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0
1,1,0.51875,0,0.050602229972447406,0,1,0,0,1,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169,0
1,1,0.35,0,0.11027245763075773,1,1,0,0,0,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0
1,1,0.7625,0,0.06538764528744409,0,0,0,0,1,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171,0
0,1,0.05,0,0.056848213999904744,1,1,0,0,0,0.5454545454545454,1,0,0.5,0,1,0,1,0,0.1111111111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0
0,0,0.0125,0,0.021730754366528396,1,1,1,1,0,0.2727272727272727,0,0,0.125,0,1,0,0,0,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,1
1,1,0.2625,0,0.015468569817999833,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,174,0
1,1,0.7,0,0.05991421140938287,0,0,0,0,1,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,175,0
1,1,0.225,0,0.015330377421392339,1,1,1,0,0,0.2727272727272727,0,0,0.125,0,1,0,0,0,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0
0,1,0.075,0,0.04970768794751499,1,1,0,0,0,0.45454545454545453,1,0,0.375,0,0,0,1,0,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177,0
0,0,0.625,0,0.05604306762136532,0,0,0,1,1,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,178,0
1,1,0.375,0,0.025374310111545468,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0
1,1,0.45,0,0.0,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
0,0,0.225,0,0.13575255909676823,1,1,0,1,0,1.0,1,0,1.0,0,0,0,0,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181,0
1,1,0.375,0,0.02937564362913533,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182,0
0,1,0.1125,0,0.061264319894317944,1,1,0,0,0,0.6363636363636364,1,0,0.5,0,1,0,1,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0
0,1,0.0125,0,0.0761229303346364,0,0,1,0,0,0.36363636363636365,0,0,0.25,0,0,1,1,0,0.1111111111111111,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,184,1
0,0,0.05,0,0.04298993693898376,1,1,1,1,0,0.2727272727272727,0,0,0.0,0,1,0,0,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,1
1,1,0.51875,0,0.09759350042902103,0,0,0,0,1,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,186,0
0,0,0.3875,1,0.030253985132996517,1,1,1,0,0,0.18181818181818182,0,0,0.125,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1
1,1,0.5625,0,0.051822148727810165,0,1,0,0,1,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1
1,1,0.5,0,0.030253985132996517,1,1,1,0,0,0.2727272727272727,0,0,0.125,0,1,0,0,0,0.1111111111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0
1,1,0.45,0,0.015411575213749284,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0
0,0,0.4,1,0.025374310111545468,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1
1,1,0.2375,0,0.025374310111545468,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0
0,0,0.2375,0,0.015330377421392339,1,1,1,1,0,0.18181818181818182,0,0,0.125,0,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1
0,1,0.0375,0,0.050748620223090936,0,0,1,0,0,0.2727272727272727,0,0,0.125,0,0,1,1,0,0.1111111111111111,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,194,1
0,0,0.55,1,0.05410739813385612,0,0,0,0,1,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,195,1
0,0,0.725,0,0.2859895551532101,0,0,0,1,1,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,196,1
1,1,0.325,0,0.015126992566498259,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0
1,1,0.525,0,0.01640390592611157,1,1,1,0,0,0.18181818181818182,0,0,0.0,0,0,0,0,0,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198,0
0,0,0.225,0,0.015126992566498259,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1
0,0,0.3,0,0.025374310111545468,0,1,0,1,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0
1,1,0.35,0,0.018542765081513996,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0
1,1,0.325,0,0.13575255909676823,1,1,0,0,0,1.0,1,0,1.0,0,0,0,0,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,202,0
1,1,0.425,0,0.012678957201736696,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0
1,1,0.56875,0,0.014102260811993537,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0
1,1,0.225,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,205,1
0,0,0.025,0,0.02042143996477265,1,0,1,1,0,0.18181818181818182,0,0,0.0,0,1,0,0,0,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0
1,1,0.4,0,0.030937139635999665,1,1,1,0,0,0.18181818181818182,0,0,0.125,0,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0
1,1,0.325,0,0.036670757786204655,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1
0,0,0.2,0,0.015126992566498259,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1
1,1,0.5,0,0.060507970265993034,0,0,0,0,1,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210,1
1,1,0.3,0,0.013760683560491965,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,211,0
0,0,0.4375,0,0.04098927018018883,0,1,0,1,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,212,1
1,1,0.275,0,0.014151057562208049,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213,0
1,1,0.375,0,0.025374310111545468,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0
1,1,0.325,0,0.015126992566498259,1,1,1,0,0,0.18181818181818182,0,0,0.125,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0
0,0,0.3875,0,0.22109807522194713,0,0,1,1,1,0.18181818181818182,0,0,0.125,0,1,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,1
0,0,0.3375,0,0.015468569817999833,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,217,1
1,1,0.525,0,0.05270049023167135,0,1,1,0,0,0.18181818181818182,0,0,0.125,0,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0
0,0,0.4,0,0.14891148113361488,0,0,0,1,1,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1
1,1,0.375,0,0.020494635090094415,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0
1,1,0.2,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,221,1
1,1,0.3375,0,0.025374310111545468,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0
1,1,0.6375,0,0.015712553569072387,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0
1,1,0.325,0,0.015411575213749284,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0
1,1,0.475,0,0.17566830077223786,0,0,1,0,1,0.18181818181818182,0,1,0.125,0,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225,1
1,1,0.275,0,0.01824998458022693,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,226,0
1,1,0.2375,0,0.020494635090094415,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,227,1
1,1,0.25625,0,0.014151057562208049,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,228,0
1,1,0.225,0,0.025374310111545468,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0
0,0,0.225,0,0.04970768794751499,1,1,0,1,0,0.45454545454545453,1,0,0.375,0,0,0,0,0,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230,0
0,0,0.4375,1,0.16293234896625058,0,0,1,0,1,0.18181818181818182,0,0,0.125,0,1,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,231,1
1,1,0.3625,0,0.015175789316712771,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0
1,1,0.7375,0,0.026350245115835676,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0
0,0,0.0625,0,0.061264319894317944,1,1,0,1,0,0.6363636363636364,1,0,0.5,0,1,0,0,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,1
1,1,0.3,0,0.020494635090094415,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,235,0
0,0,0.225,0,0.014736618564782174,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0
1,1,0.55,0,0.050748620223090936,0,1,1,0,0,0.18181818181818182,0,0,0.125,0,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0
0,0,0.1,0,0.05123658772523604,0,1,1,1,0,0.2727272727272727,0,0,0.0,0,0,1,0,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,238,1
1,1,0.2375,0,0.020494635090094415,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0
1,1,0.4125,0,0.023959204355324663,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,240,0
0,0,0.225,0,0.028212719478023115,1,1,1,1,0,0.18181818181818182,0,0,0.125,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0
0,0,0.225,0,0.030253985132996517,1,1,1,1,0,0.18181818181818182,0,0,0.125,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242,1
1,1,0.3625,0,0.020494635090094415,0,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,1,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0
1,1,0.275,0,0.013907073811135496,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,244,0
1,1,0.375,0,0.014102260811993537,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0
0,1,0.55,0,0.17566830077223786,0,0,1,0,1,0.2727272727272727,0,1,0.25,0,0,0,0,1,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,246,0
0,0,0.3125,0,0.015175789316712771,1,1,0,1,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0
0,0,0.3,1,0.028302115124416098,0,1,1,0,0,0.2727272727272727,0,0,0.0,0,0,1,0,0,0.2222222222222222,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,1
1,1,0.4625,0,0.10257896680493714,0,0,1,0,1,0.2727272727272727,0,1,0.125,0,0,0,0,0,0.1111111111111111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1
0,1,0.675,0,0.050748620223090936,0,1,1,0,0,0.18181818181818182,0,0,0.125,0,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0
1,1,0.325,0,0.014151057562208049,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0
0,0,0.3625,1,0.02042143996477265,1,0,1,0,0,0.2727272727272727,0,0,0.125,0,1,0,0,0,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0
1,1,0.775,0,0.051822148727810165,0,0,0,0,1,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,253,0
1,1,0.375,0,0.031425107138144774,1,1,1,0,0,0.18181818181818182,0,0,0.125,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,254,0
0,0,0.5125,1,0.039452172548431745,1,1,1,0,0,0.2727272727272727,0,0,0.0,0,1,0,0,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0
0,0,0.3625,1,0.029757819776815374,1,1,1,0,0,0.2727272727272727,0,0,0.0,0,0,0,0,0,0.2222222222222222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,1
0,0,0.5625,1,0.15458810467956932,0,1,0,0,1,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,257,1
0,0,0.375,0,0.16883675574220638,0,0,0,1,1,0.09090909090909091,0,1,0.0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,258,1
0,0,0.4375,0,1.0,0,1,0,1,1,0.09090909090909091,0,0,0.0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,259,1
0,0,0.625,1,0.050748620223090936,0,1,1,0,0,0.18181818181818182,0,0,0.0,0,0,1,0,0,0.1111111111111111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1
1,1,0.325,0,0.015126992566498259,1,1,0,0,0,0.09090909090909091,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0
0,1,0.0375,0,0.061264319894317944,1,1,0,0,0,0.6363636363636364,1,0,0.5,0,1,0,1,0,0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,1
