PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,FamilySize,Singleton,SmallFamily,LargeFamily,Embarked_C,Embarked_Q,Embarked_S,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,Survived
212,2,1,35.0,0,0,149,21.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
213,3,2,22.0,0,0,139,7.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
214,2,2,30.0,0,0,51,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
215,3,2,26.0,1,0,102,7.75,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
216,1,1,31.0,1,0,94,113.275,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
217,3,1,27.0,0,0,165,7.925,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
218,2,2,42.0,1,0,48,27.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
219,1,1,32.0,0,0,6,76.2917,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
220,2,2,30.0,0,0,169,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
221,3,2,16.0,0,0,164,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
222,2,2,27.0,0,0,31,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
223,3,2,51.0,0,0,28,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
224,3,2,26.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
225,1,2,38.0,1,0,23,90.0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
226,3,2,22.0,0,0,155,9.35,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
227,2,2,19.0,0,0,166,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
228,3,2,20.5,0,0,139,7.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
229,2,2,18.0,0,0,42,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
230,3,1,18.0,3,1,117,25.4667,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
231,1,1,35.0,1,0,104,83.475,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
232,3,2,29.0,0,0,90,7.775,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
233,2,2,59.0,0,0,43,13.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
234,3,1,5.0,4,2,90,31.3875,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
235,2,2,24.0,0,0,146,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
236,3,1,18.0,0,0,167,7.55,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
237,2,2,44.0,1,0,58,26.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
238,2,1,8.0,0,2,146,26.25,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
239,2,2,19.0,0,0,69,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
240,2,2,33.0,0,0,162,12.275,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
241,3,1,18.0,1,0,57,14.4542,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
242,3,1,18.0,1,0,102,15.5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
243,2,2,29.0,0,0,167,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
244,3,2,22.0,0,0,165,7.125,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
245,3,2,30.0,0,0,60,7.225,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
246,1,2,44.0,2,0,23,90.0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
247,3,1,25.0,0,0,90,7.775,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
248,2,1,24.0,0,2,51,14.5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
249,1,2,37.0,1,1,5,52.5542,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
250,2,2,54.0,1,0,49,26.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
251,3,2,26.0,0,0,97,7.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
252,3,1,29.0,1,1,90,10.4625,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
253,1,2,62.0,0,0,3,26.55,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
254,3,2,30.0,1,0,139,16.1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
255,3,1,41.0,0,2,105,20.2125,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
256,3,1,29.0,0,2,56,15.2458,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
257,1,1,45.0,0,0,154,79.2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
258,1,1,30.0,0,0,0,86.5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
259,1,1,35.0,0,0,154,512.3292,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
260,2,1,50.0,0,1,37,26.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
261,3,2,26.0,0,0,113,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
262,3,2,3.0,4,2,90,31.3875,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
263,1,2,52.0,1,1,0,79.65,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
264,1,2,40.0,0,0,2,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
265,3,1,18.0,0,0,111,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
266,2,2,36.0,0,0,146,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
267,3,2,16.0,4,1,74,39.6875,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
268,3,2,25.0,1,0,90,7.775,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
269,1,1,58.0,0,1,154,153.4625,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
270,1,1,35.0,0,0,154,135.6333,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
271,1,2,41.5,0,0,3,31.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
272,3,2,25.0,0,0,151,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
273,2,1,41.0,0,1,51,19.5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
274,1,2,37.0,0,1,154,29.7,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
275,3,1,18.0,0,0,105,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
276,1,1,63.0,1,0,13,77.9583,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
277,3,1,45.0,0,0,90,7.75,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
278,2,2,30.0,0,0,44,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
279,3,2,7.0,4,1,111,29.125,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
280,3,1,35.0,1,1,146,20.25,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
281,3,2,65.0,0,0,84,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
282,3,2,28.0,0,0,90,7.8542,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
283,3,2,16.0,0,0,88,9.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
284,3,2,19.0,0,0,139,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
285,1,2,41.5,0,0,3,26.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
286,3,2,33.0,0,0,92,8.6625,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
287,3,2,30.0,0,0,88,9.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
288,3,2,22.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
289,2,2,42.0,0,0,43,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
290,3,1,22.0,0,0,105,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
291,1,1,26.0,0,0,22,78.85,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
292,1,1,19.0,1,0,7,91.0792,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
293,2,2,36.0,0,0,161,12.875,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
294,3,1,24.0,0,0,92,8.85,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
295,3,2,24.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
296,1,2,41.5,0,0,154,27.7208,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
297,3,2,23.5,0,0,60,7.2292,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
298,1,1,2.0,1,2,3,151.55,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
299,1,2,41.5,0,0,23,30.5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
300,1,1,50.0,0,1,154,247.5208,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
301,3,1,18.0,0,0,134,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
302,3,2,26.0,2,0,102,23.25,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
303,3,2,19.0,0,0,151,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
304,2,1,20.0,0,0,34,12.35,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
305,3,2,26.0,0,0,139,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
306,1,2,0.92,1,2,3,151.55,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
307,1,1,30.0,0,0,20,110.8833,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
308,1,1,17.0,1,0,154,108.9,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
309,2,2,30.0,1,0,153,24.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
310,1,1,30.0,0,0,154,56.9292,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
311,1,1,24.0,0,0,5,83.1583,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
312,1,1,18.0,2,2,154,262.375,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
313,2,1,26.0,1,1,51,26.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
314,3,2,28.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
315,2,2,43.0,1,1,149,26.25,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
316,3,1,26.0,0,0,90,7.8542,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
317,2,1,24.0,1,0,49,26.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
318,2,2,54.0,0,0,70,14.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
319,1,1,31.0,0,2,104,164.8667,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
320,1,1,40.0,1,1,19,134.5,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
321,3,2,22.0,0,0,139,7.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
322,3,2,27.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
323,2,1,30.0,0,0,40,12.35,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
324,2,1,22.0,1,1,50,29.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
325,3,2,26.0,8,2,148,69.55,11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
326,1,1,36.0,0,0,154,135.6333,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
327,3,2,61.0,0,0,88,6.2375,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
328,2,1,36.0,0,0,68,13.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
329,3,1,31.0,1,1,98,20.525,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
330,1,1,16.0,0,1,1,57.9792,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
331,3,1,18.0,2,0,102,23.25,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
332,1,2,45.5,0,0,3,28.5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
333,1,2,38.0,0,1,154,153.4625,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
334,3,2,16.0,2,0,88,18.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
335,1,1,45.0,1,0,154,133.65,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
336,3,2,26.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
337,1,2,29.0,1,0,3,66.6,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
338,1,1,41.0,0,0,19,134.5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
339,3,2,45.0,0,0,131,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
340,1,2,45.0,0,0,3,35.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
341,2,2,2.0,1,1,37,26.0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
342,1,1,24.0,3,2,23,263.0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
343,2,2,28.0,0,0,50,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
344,2,2,25.0,0,0,49,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
345,2,2,36.0,0,0,36,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
346,2,1,24.0,0,0,50,13.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
347,2,1,40.0,0,0,76,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
348,3,1,31.0,1,0,114,16.1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
349,3,2,3.0,1,1,146,15.9,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
350,3,2,42.0,0,0,77,8.6625,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
351,3,2,23.0,0,0,127,9.225,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
352,1,2,41.5,0,0,3,35.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
353,3,2,15.0,1,1,60,7.2292,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
354,3,2,25.0,1,0,92,17.8,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
355,3,2,26.0,0,0,55,7.225,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
356,3,2,28.0,0,0,88,9.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
357,1,1,22.0,0,1,3,55.0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
358,2,1,38.0,0,0,43,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
359,3,1,18.0,0,0,81,7.8792,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
360,3,1,18.0,0,0,81,7.8792,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
361,3,2,40.0,1,4,90,27.9,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
362,2,2,29.0,1,0,161,27.7208,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
363,3,1,45.0,0,1,60,14.4542,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
364,3,2,35.0,0,0,164,7.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
365,3,2,26.0,1,0,105,15.5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
366,3,2,30.0,0,0,145,7.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
367,1,1,60.0,1,0,0,75.25,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
368,3,1,31.0,0,0,53,7.2292,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
369,3,1,18.0,0,0,16,7.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
370,1,1,24.0,0,0,154,69.3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
371,1,2,25.0,1,0,5,55.4417,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
372,3,2,18.0,1,0,74,6.4958,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
373,3,2,19.0,0,0,78,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
374,1,2,22.0,0,0,154,135.6333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
375,3,1,3.0,3,1,92,21.075,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
376,1,1,45.0,1,0,154,82.1708,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
377,3,1,22.0,0,0,145,7.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
378,1,2,27.0,0,2,3,211.5,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
379,3,2,20.0,0,0,55,4.0125,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
380,3,2,19.0,0,0,90,7.775,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
381,1,1,42.0,0,0,154,227.525,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
382,3,1,1.0,0,2,56,15.7417,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
383,3,2,32.0,0,0,165,7.925,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
384,1,1,35.0,1,0,3,52.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
385,3,2,26.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
386,2,2,18.0,0,0,157,73.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
387,3,2,1.0,5,2,147,46.9,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
388,2,1,36.0,0,0,63,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
389,3,2,26.0,0,0,102,7.7292,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
390,2,1,17.0,0,0,160,12.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
391,1,2,36.0,1,2,3,120.0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
392,3,2,21.0,0,0,93,7.7958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
393,3,2,28.0,2,0,74,7.925,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
394,1,1,23.0,1,0,94,113.275,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
395,3,1,24.0,0,2,155,16.7,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
396,3,2,22.0,0,0,93,7.7958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
397,3,1,31.0,0,0,93,7.8542,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
398,2,2,46.0,0,0,67,26.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
399,2,2,23.0,0,0,49,10.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
400,2,1,28.0,0,0,45,12.65,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
401,3,2,39.0,0,0,165,7.925,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
402,3,2,26.0,0,0,85,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
403,3,1,21.0,1,0,117,9.825,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
404,3,2,28.0,1,0,165,15.85,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
405,3,1,20.0,0,0,77,8.6625,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
406,2,2,34.0,1,0,69,21.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
407,3,2,51.0,0,0,90,7.75,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
408,2,2,3.0,1,1,71,18.75,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
409,3,2,21.0,0,0,75,7.775,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
410,3,1,18.0,3,1,117,25.4667,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
411,3,2,26.0,0,0,92,7.8958,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
412,3,2,26.0,0,0,116,6.8583,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
413,1,1,33.0,1,0,23,90.0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
414,2,2,30.0,0,0,44,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
415,3,2,44.0,0,0,165,7.925,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
416,3,1,31.0,0,0,87,8.05,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
417,2,1,34.0,1,1,66,32.5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
418,2,1,18.0,0,2,51,13.0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
419,2,2,30.0,0,0,66,13.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
420,3,1,10.0,0,2,88,24.15,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
421,3,2,26.0,0,0,92,7.8958,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
422,3,2,21.0,0,0,139,7.7333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
423,3,2,29.0,0,0,77,7.875,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
424,3,1,28.0,1,1,90,14.4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
425,3,2,18.0,1,1,105,20.2125,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
